Ticker,Security,Sector,Price_Start,Price_End,Price_Volatility,Start_Date,End_Date,PE_Ratio_Mean,PE_Ratio_Median,PE_Ratio_Std,PE_Ratio_First,PE_Ratio_Last,PE_Ratio_Max,PE_Ratio_Min,PE_Ratio_Zero_Count,PE_vs_Industry_Mean,PE_vs_Industry_Zero_Count,ROE_Mean,ROE_First,ROE_Last,ROE_Std,Debt_to_Equity_Mean,Debt_to_Equity_First,Debt_to_Equity_Last,Avg_Dividend_Yield,Dividend_Stability,Total_Dividends,Dividend_Payout_Volatility,PE_Ratio_Mean_,PE_vs_Industry_Mean_Excluding_Zeros,Years,CAGR_10Y,CAGR_10Y_Percent,Dividend_Payer,Dividend_Yield,PE_Ratio_Change,ROE_Change,Debt_to_Equity_Change,PE_Ratio_Range,PE_Ratio_CV,ROE_Volatility,PE_Growth,Volatility_Bin
AZO,AutoZone,Consumer Discretionary,532.5,3181.48,0.0988955798676937,2014-04-01,2024-07-01,17.621904761904762,17.865000000000002,2.2742334415811496,17.29,21.25,21.62,11.97,0,0.6232872315092093,0,-0.8514452380952381,-0.6162,-0.5422,0.2693450413841595,-6.848809523809523,-5.08,-4.62,0.0,0.0,0.0,0.0,17.621904761904762,0.6232872315092093,10.250513347022586,0.19051186363760642,19.051186363760642,0,0.0,0.22903412377096594,-0.1200908795845504,-0.0905511811023622,9.65,0.1290571860595691,-0.3163386549517962,0.02032260365851246,Very Low
V,Visa Inc.,Financials,49.0,274.43,0.08960427628280114,2014-04-01,2024-07-01,31.42571428571429,30.115000000000002,5.5481362033578865,22.43,28.2,46.01,22.43,0,1.7939902109648604,0,0.3103380952380952,0.2048999999999999,0.4964,0.0970352411526436,1.0369047619047618,0.38,1.42,0.0019006076225472914,0.0002419201068261059,11.585,0.1319086743697462,31.42571428571429,1.7939902109648604,10.250513347022586,0.187809424352942,18.7809424352942,1,23.642857142857142,0.2572447614801605,1.4226451927769657,2.736842105263158,23.58,0.17654765625741067,0.31267589329694434,0.02258404031992134,Very Low
TSCO,Tractor Supply,Consumer Discretionary,52.1,289.82,0.1563978593983517,2014-04-01,2024-07-01,108.76357142857142,105.15,16.76871300113058,106.77,140.96,140.96,72.76,0,3.847412949622585,0,0.40232380952380953,0.2798,0.5015999999999999,0.09991073774545399,2.067142857142857,0.6,3.27,0.0025522107564612236,0.0017965423724270236,12.634,0.29661802965571876,108.76357142857142,3.847412949622585,10.250513347022586,0.18717693254888879,18.71769325488888,1,24.24952015355086,0.3202210358714996,0.7927090779127947,4.45,68.2,0.1541758217469269,0.24833414125728315,0.02747157333261563,Medium
DRI,Darden Restaurants,Consumer Discretionary,32.7,156.74,0.11949067250081735,2014-04-01,2024-07-01,17.51238095238095,17.744999999999997,7.259104563983623,15.21,21.89,35.55,0.0,4,0.6398610350962285,4,0.2788452380952381,0.1365,0.4833,0.14846961617782511,2.5547619047619046,2.28,4.3,0.009067396908976642,0.0030934900406970212,32.271515,0.3606518106949748,19.35578947368421,0.7072148282642526,10.250513347022586,0.1866753928082734,18.667539280827338,1,98.68964831804281,0.4391847468770545,2.5406593406593405,0.8859649122807018,35.55,0.4145127143888843,0.5324445100515438,0.03615620498885863,Low
NOC,Northrop Grumman,Industrials,100.66,525.84,0.0974899882613384,2014-04-01,2024-07-01,17.48642857142857,15.915000000000001,6.194478982176561,10.87,32.58,34.16,8.46,0,0.8490451594056276,0,0.33641190476190475,0.2024,0.1636,0.10525017398138903,2.867142857142857,1.47,2.27,0.004741815989381463,0.0008142147957772794,54.38,0.4133871869304062,17.48642857142857,0.8490451594056276,10.250513347022586,0.18635429507405443,18.635429507405444,1,54.02344526127558,1.9972401103955844,-0.191699604743083,0.54421768707483,25.699999999999996,0.35424494812496166,0.312861026888688,0.11303056052010585,Very Low
AVY,Avery Dennison,Materials,42.54,219.81,0.11390219075082465,2014-04-01,2024-07-01,23.433095238095238,21.15,7.529041492486709,21.59,26.39,48.35,13.69,0,1.066645165454199,0,0.32131190476190474,0.1341999999999999,0.2991,0.0957386437317788,3.3466666666666667,2.23,2.53,0.005603124816155254,0.0015093376771001478,23.84,0.16598280139835703,23.433095238095238,1.066645165454199,10.250513347022586,0.18561718331864174,18.561718331864174,1,56.041372825575934,0.22232515053265403,1.2287630402384515,0.1345291479820627,34.660000000000004,0.3212994875831311,0.2979617073407911,0.019777905238443028,Low
GOOGL,Alphabet Inc. (Class A),Communication Services,29.13,165.66,0.11092173814445372,2014-04-01,2024-07-01,28.63952380952381,26.915,8.072667813143964,30.52,21.97,58.44,18.79,0,1.0032882237402214,0,0.19324047619047618,0.1449,0.3166,0.0675877065583416,0.3276190476190476,0.27,0.37,5.787332276242448e-05,0.0002631751487543124,0.4,0.043108053740904234,28.63952380952381,1.0032882237402214,10.250513347022586,0.18507283521065387,18.50728352106539,1,1.3731548232063167,-0.2801441677588467,1.1849551414768806,0.37037037037037024,39.65,0.28187157952882835,0.3497595736191456,-0.03155841041817442,Low
ADP,Automatic Data Processing,Industrials,55.38,275.3,0.09672400141531771,2014-04-01,2024-07-01,26.380000000000003,27.189999999999998,4.090469589596604,17.64,29.38,35.84,17.64,0,1.290751725090824,0,0.5254714285714286,0.2357999999999999,0.8168000000000001,0.2413973541246822,9.357857142857144,3.81,8.26,0.006407085502760009,0.0009385060241610333,35.122844,0.3043516514097883,26.380000000000003,1.290751725090824,10.250513347022586,0.18312480362408645,18.312480362408646,1,63.42153123871434,0.665532879818594,2.463952502120443,1.1679790026246717,18.200000000000003,0.15505949922655815,0.45939196880971517,0.05102698080952783,Very Low
JPM,JPMorgan Chase,Financials,43.12,209.62,0.12866534582068753,2014-04-01,2024-07-01,10.345476190476191,10.105,1.7720887529127223,16.65,11.66,16.65,7.89,0,0.599295805232906,0,0.11629999999999997,0.0684,0.1542,0.02810422240648494,10.256904761904762,10.09,11.17,0.008115521296574902,0.001442614911706539,31.22,0.25602654842014905,10.345476190476191,0.599295805232906,10.250513347022586,0.18271270954144359,18.27127095414436,1,72.40259740259741,-0.2996996996996996,1.2543859649122806,0.1070366699702676,8.759999999999998,0.17129117309690073,0.24165281518903653,-0.034156986818308366,Low
LMT,Lockheed Martin,Industrials,121.8,580.88,0.10845953814898525,2014-04-01,2024-07-01,16.987142857142857,15.14,5.726207737435379,12.44,21.03,39.32,10.93,0,0.8275723009396962,0,2.116509523809524,0.8314,0.994,3.219031380203733,2.562142857142857,7.63,6.71,0.008219593523739743,0.0012844355862594312,95.14,0.577054074886076,16.987142857142857,0.8275723009396962,10.250513347022586,0.18198562086729053,18.198562086729055,1,78.11165845648604,0.6905144694533764,0.19557373105605,-0.12057667103538662,28.39,0.33709069180092216,1.5209151407028731,0.05255459498120807,Low
MMC,Marsh McLennan,Financials,43.49,222.27,0.0807710072270241,2014-04-01,2024-07-01,23.428809523809523,25.035,4.489766250844709,16.99,27.37,31.72,16.07,0,1.3456893716892384,0,0.25244761904761903,0.1823999999999999,0.3073,0.044675290480965565,2.185238095238095,1.14,2.59,0.004903576674381851,0.0010142998020745298,18.965,0.1415613634730152,23.428809523809523,1.3456893716892384,10.250513347022586,0.18191623279715818,18.19162327971582,1,43.60772591400321,0.6109476162448502,0.6847587719298256,1.2719298245614037,15.649999999999999,0.19163441686108657,0.1769685554948272,0.047615832994689855,Very Low
TMO,Thermo Fisher Scientific,Health Care,114.27,618.11,0.0983667867988383,2014-04-01,2024-07-01,31.27357142857143,30.91,4.207927953934718,29.84,38.75,38.8,22.77,0,1.0033316999520285,0,0.13084047619047617,0.0797,0.1301,0.045227819301753916,1.0802380952380952,1.15,1.05,0.0008181719108012139,0.00025625148867768077,9.379999999999999,0.08158989256706796,31.27357142857143,1.0033316999520285,10.250513347022586,0.18075490909884895,18.075490909884895,1,8.208628686444385,0.29859249329758714,0.6323713927227103,-0.08695652173913032,16.029999999999998,0.1345522037208187,0.3456714666485296,0.025817187223351024,Very Low
ACN,Accenture,Information Technology,68.13,340.55,0.09619892129188642,2014-04-01,2024-07-01,23.71309523809524,24.02,5.760984624555689,15.31,29.79,35.55,15.0,0,0.7160763965361789,0,0.3779690476190476,0.5112,0.2566,0.09211488184656935,1.243809523809524,1.77,0.92,0.0049541031237305124,0.00461450346998127,33.410000000000004,0.5087823933761111,23.71309523809524,0.7160763965361789,10.250513347022586,0.18070509395383816,18.070509395383816,1,49.03860267136358,0.9457870672762899,-0.49804381846635365,-0.48022598870056493,20.549999999999997,0.24294528262597412,0.24371011972231998,0.0670948114939438,Very Low
DHR,Danaher Corporation,Health Care,56.71,278.02,0.09087726895687002,2014-04-01,2024-07-01,29.20261904761905,27.66,10.184670225757593,15.29,53.06,53.06,13.18,0,0.9133887428302279,0,0.11179285714285714,0.1166,0.0748,0.02242414196479194,0.7785714285714287,0.5,0.57,0.009130538292012743,0.05152794002952589,31.296178,3.782740359674083,29.20261904761905,0.9133887428302279,10.250513347022586,0.1799776055975595,17.99776055975595,1,55.186348086757185,2.4702419882276,-0.35849056603773577,0.1399999999999999,39.88,0.3487587948584348,0.20058653600861745,0.12905574587651958,Very Low
MAS,Masco,Industrials,17.0,83.64,0.14733832374829794,2014-04-01,2024-07-01,17.30261904761905,16.715,6.622361622645787,16.83,22.24,40.62,6.72,0,0.8399879442885849,0,11.260407142857144,0.466,5.7409,44.45746671207016,56.75595238095238,7.01,36.3,0.004015558824320585,0.0013650007001822309,6.807249,0.08424126920610055,17.30261904761905,0.8399879442885849,10.250513347022586,0.17711934251251704,17.711934251251705,1,40.04264117647058,0.32144979203802737,11.319527896995707,4.178316690442226,33.9,0.3827375268692092,3.948122492202338,0.027564825931522874,Medium
DE,Deere & Company,Industrials,76.62,370.67,0.1254576922187937,2014-04-01,2024-07-01,16.02238095238095,14.945,5.552273017081716,7.6,12.65,34.41,7.29,0,0.7767566392760256,0,0.3009166666666666,0.3484,0.3671,0.07729195495530572,5.145952380952381,4.71,3.68,0.005496812684733561,0.002034330983557242,35.96,0.29773086865655574,16.02238095238095,0.7767566392760256,10.250513347022586,0.1768313813857345,17.68313813857345,1,46.93291568780997,0.6644736842105264,0.053673938002296195,-0.21868365180467086,27.119999999999997,0.34653233084291635,0.2568550150827108,0.050961755542570764,Low
AMP,Ameriprise Financial,Financials,96.07,468.44,0.15085374814817248,2014-04-01,2024-07-01,11.830238095238096,12.01,3.9923020366305058,13.27,17.98,26.93,0.0,1,0.667173502374035,1,0.3774571428571428,0.1548,0.5329999999999999,0.22724994635525642,26.099761904761905,14.41,31.54,0.0063748743428642726,0.0018770190267820312,40.84,0.2610093870268732,12.118780487804878,0.6834460268221824,10.250513347022586,0.1767022683263948,17.67022683263948,1,42.510669303632774,0.3549359457422759,2.4431524547803614,1.1887578070784177,26.93,0.3374659076589072,0.6020549634724075,0.030076498747539704,Medium
CAT,Caterpillar Inc.,Industrials,82.11,389.71,0.14879680534403436,2014-04-01,2024-07-01,34.63238095238095,15.58,91.65445757950236,13.69,18.07,602.85,0.0,2,1.418773829875851,2,0.2810666666666667,0.1926999999999999,0.5796,0.17486790089729917,4.020952380952381,3.2,3.45,0.007944981992475394,0.0027312451252100166,40.21,0.2142833720352052,36.364,1.4897125213696434,10.250513347022586,0.1752817942760143,17.52817942760143,1,48.97089270490805,0.3199415631848065,2.007784120394397,0.078125,602.85,2.6464959976481546,0.6221580914277721,0.027450352696036795,Medium
PAYX,Paychex,Industrials,29.82,130.33,0.08408535395929714,2014-04-01,2024-07-01,23.897857142857145,23.12,4.070793975239986,17.44,27.79,32.79,17.33,0,1.1647649105871407,0,0.4220261904761905,0.3552,0.4553999999999999,0.03761192765874591,2.3066666666666666,2.59,1.72,0.009212755775569027,0.00171220392316622,25.41,0.17714882815608238,23.897857142857145,1.1647649105871407,10.250513347022586,0.17499167129333504,17.499167129333504,1,85.2112676056338,0.5934633027522934,0.2820945945945943,-0.3359073359073359,15.46,0.170341380438652,0.08912225948893536,0.046501127942264464,Very Low
ICE,Intercontinental Exchange,Financials,33.01,160.17,0.0882254572358444,2014-04-01,2024-07-01,24.178809523809523,22.259999999999998,7.347368602259457,38.3,37.96,40.82,15.19,0,1.3742264763595986,0,0.10961666666666665,0.0424,0.0916,0.032880388673943516,4.964761904761905,4.16,3.96,0.003584997542684922,0.0003734392588369609,11.58,0.10325537503620622,24.178809523809523,1.3742264763595986,10.250513347022586,0.1745585441733024,17.45585441733024,1,35.080278703423204,-0.008877284595300166,1.1603773584905661,-0.04807692307692312,25.630000000000003,0.30387635896731413,0.29995793225431217,-0.0008695218328774734,Very Low
NTAP,NetApp,Information Technology,27.38,126.45,0.16492206071674714,2014-04-01,2024-07-01,26.42214285714286,16.5,53.23285834417769,14.8,24.7,347.28,0.0,2,0.7516402784017382,2,0.7842523809523809,0.1614,1.1305,0.6839532298366234,8.097857142857142,1.43,9.02,0.007338289485433393,0.002032520210273047,15.05,0.15029104555489572,27.74325,0.7892222923218252,10.250513347022586,0.1737862079381407,17.378620793814072,1,54.96712929145362,0.6689189189189187,6.004337050805453,5.3076923076923075,347.28,2.0147063253723543,0.8721085793912973,0.051235242286304494,High
GWW,W. W. Grainger,Industrials,212.81,1037.04,0.14280777828377508,2014-04-01,2024-07-01,21.00047619047619,20.130000000000003,3.992978564491982,19.07,28.11,30.42,15.12,0,1.0180642008916627,0,0.3897380952380952,0.2316,0.5083,0.12642388619703732,1.677857142857143,0.54,1.36,0.004796537119248647,0.0014748107047996642,61.13,0.27224632301445245,21.00047619047619,1.0180642008916627,10.250513347022586,0.17361603449060303,17.361603449060304,1,28.725153893144117,0.4740429994756161,1.194732297063903,1.5185185185185186,15.300000000000002,0.19013752489587907,0.3243816494761786,0.038578174063463644,Medium
ADSK,Autodesk,Information Technology,48.02,247.52,0.13992034429077302,2014-04-01,2024-07-01,70.55833333333332,50.855000000000004,106.87505312317417,55.2,50.62,624.68,0.0,16,1.881048886289226,16,-1.4251452380952383,0.0922,0.5304,8.756128965952444,2.1345238095238095,1.03,3.03,0.0,0.0,0.0,0.0,113.97884615384616,3.03861743169798,10.250513347022586,0.17348701987666826,17.348701987666825,0,0.0,-0.08297101449275372,4.752711496746204,1.9417475728155338,624.68,1.5147048984033191,-6.144025697798597,-0.008414337223030977,Medium
SYK,Stryker Corporation,Health Care,74.61,361.26,0.10278534031677533,2014-04-01,2024-07-01,37.83809523809524,36.945,12.984575133801744,32.02,38.72,73.29,15.77,0,1.178872447351652,0,0.16097142857142857,0.0767,0.1848999999999999,0.06334241551115222,1.2059523809523809,0.91,1.18,0.0033151515405384054,0.0006573972215673986,22.97,0.15751481688319616,37.83809523809524,1.178872447351652,10.250513347022586,0.17338318913267425,17.338318913267425,1,30.786757807264443,0.20924422236102422,1.4106910039113414,0.2967032967032966,57.52000000000001,0.3431614369617878,0.39350098382859916,0.018708066898170284,Low
AFL,Aflac,Financials,24.23,111.3,0.1060917223826244,2014-04-01,2024-07-01,8.702380952380953,8.44,2.0402568101431884,7.65,16.76,16.76,5.13,0,0.4991581081593698,0,0.15970238095238093,0.1868,0.1581,0.03896205463665734,4.829761904761905,6.28,4.17,0.0071221379768203795,0.0009428183804761548,12.395,0.09537786274345779,8.702380952380953,0.4991581081593698,10.250513347022586,0.17238320338894608,17.23832033889461,1,51.15559224102352,1.1908496732026146,-0.1536402569593148,-0.33598726114649685,11.630000000000003,0.2344481149822542,0.24396664848894647,0.07951537297186095,Low
CRM,Salesforce,Information Technology,51.42,258.39,0.13402314799214388,2014-04-01,2024-07-01,473.7059523809524,119.83500000000001,1577.5971686745786,0.0,44.94,10188.27,0.0,10,5.988946752514703,10,0.02664761904761904,-0.0877,0.0958,0.05528497011866849,0.9304761904761905,1.76,0.6,0.00011868506566780583,0.0005480758393127646,1.2000000000000002,0.13666000946931517,621.7390625,7.860492612675548,10.250513347022586,0.17110851509634095,17.110851509634095,1,2.333722287047842,inf,-2.0923603192702394,-0.6590909090909092,10188.27,3.3303300512590592,2.074668285368189,inf,Medium
VLO,Valero Energy,Energy,33.42,134.01,0.1880283255058262,2014-04-01,2024-07-01,8.360714285714286,6.8,7.233725010403174,5.98,12.02,37.59,0.0,5,0.5256379829587856,5,0.16916666666666663,0.1518,0.1301999999999999,0.1411948621788026,1.3538095238095238,1.27,1.16,0.012532880922977266,0.004586809663731385,33.55,0.24518735873346847,9.490540540540538,0.5966701428180811,10.250513347022586,0.17032168681282478,17.032168681282478,1,100.38898862956312,1.0100334448160533,-0.1422924901185777,-0.08661417322834654,37.59,0.8652041874894869,0.8346494315988332,0.07048189563745155,High
LEN,Lennar,Consumer Discretionary,37.63,181.56,0.10965927391529266,2014-04-01,2024-07-01,10.363333333333333,10.5,3.1847063399228377,15.11,12.02,17.09,4.96,0,0.3602437356451734,0,0.14444523809523807,0.1074,0.1538,0.0334293736936797,0.9240476190476191,1.45,0.44,0.002002251124299594,0.0013703545871207596,6.905279,0.16066554084397136,10.363333333333333,0.3602437356451734,10.250513347022586,0.17019898301239467,17.019898301239465,1,18.35046239702365,-0.20450033090668432,0.43202979515828677,-0.6965517241379311,12.129999999999999,0.30730521131452276,0.23143285396254104,-0.022072121061562866,Low
PLD,Prologis,Real Estate,30.29,125.18,0.11394181807655722,2014-04-01,2024-07-01,31.122857142857146,25.795,19.50801364864397,131.68,37.82,131.68,13.5,0,0.9382590961892534,0,0.062135714285714266,0.009,0.0532,0.021371793828047547,0.5938095238095238,0.69,0.66,0.008820619138894056,0.0021924742005734817,24.35,0.1935482305208363,31.122857142857146,0.9382590961892534,10.250513347022586,0.16855249657520166,16.855249657520165,1,80.38956751403103,-0.7127885783718105,4.911111111111111,-0.0434782608695651,118.18,0.6268066443610932,0.34395345855002385,-0.11459029686031652,Low
ROST,Ross Stores,Consumer Discretionary,30.73,142.55,0.12246580709286047,2014-04-01,2024-07-01,35.44452380952381,21.69,68.93299278045419,15.56,22.99,462.65,14.19,0,0.9910172350254737,0,0.40090714285714285,0.4259,0.4243,0.10010445372236074,1.6554761904761905,1.0,1.86,0.0027199269326572025,0.0008494593842486136,8.98,0.10465366531174312,35.44452380952381,0.9910172350254737,10.250513347022586,0.1684230953068604,16.842309530686038,1,29.22225837943378,0.47750642673521837,-0.0037567504108945533,0.8600000000000001,448.46,1.9448136234216287,0.2496948620295135,0.038815983727015446,Low
NEE,NextEra Energy,Utilities,19.82,83.96,0.08603545019889143,2014-04-01,2024-07-01,25.996666666666663,18.47,17.96023570743621,17.65,24.84,107.21,11.23,0,1.3703921381394641,0,0.1225095238095238,0.1082,0.118,0.05145505170640851,2.206666666666667,2.89,2.12,0.007594288478119301,0.0016000261840061784,13.58375,0.10593439479361912,25.996666666666663,1.3703921381394641,10.250513347022586,0.16820257646438086,16.820257646438087,1,68.53557013118062,0.40736543909348455,0.09057301293900175,-0.2664359861591695,95.97999999999999,0.6908668691153819,0.4200085846910167,0.033898713861799434,Very Low
MS,Morgan Stanley,Financials,24.55,103.42,0.1487512127034441,2014-04-01,2024-07-01,10.52142857142857,10.095,2.7653038217311385,11.16,15.74,17.4,6.06,0,0.6010284870143945,0,0.09027380952380949,0.0598,0.1045,0.02518713434182375,10.042142857142856,10.45,11.02,0.007736454179273597,0.00217896202443783,17.175,0.2699266741314491,10.52142857142857,0.6010284870143945,10.250513347022586,0.1679879429772233,16.79879429772233,1,69.95926680244399,0.4103942652329749,0.7474916387959866,0.05454545454545458,11.34,0.2628258893702372,0.27900821372981616,0.034115573373519226,Medium
VRTX,Vertex Pharmaceuticals,Health Care,94.68,465.08,0.15266732260172083,2014-04-01,2024-07-01,37.656666666666666,22.805,51.827889500550775,0.0,0.0,194.92,0.0,13,1.0059181759155547,13,0.07949999999999997,-0.3619,-0.0289,0.3503786042860829,0.616904761904762,0.81,0.42,0.0,0.0,0.0,0.0,54.537241379310345,1.4568470133949412,10.250513347022586,0.1679857414985264,16.79857414985264,0,0.0,0.0,-0.920143686101133,-0.4814814814814815,194.92,1.3763270647220707,4.4072780413343775,0.0,Medium
CMG,Chipotle Mexican Grill,Consumer Discretionary,11.85,57.62,0.19808374086720304,2014-04-01,2024-07-01,72.6497619047619,60.41,38.15933753886908,52.3,53.63,222.36,31.8,0,2.4848163229313576,0,0.23663095238095236,0.2224,0.4317,0.12341719943404979,1.215952380952381,0.3,1.49,0.0,0.0,0.0,0.0,72.6497619047619,2.4848163229313576,10.250513347022586,0.16682809783724872,16.68280978372487,0,0.0,0.025430210325047907,0.9410971223021583,3.966666666666667,190.56,0.5252506895878469,0.5215598305810828,0.0024528554665965707,High
TJX,TJX Companies,Consumer Discretionary,25.19,112.29,0.09561387498944036,2014-04-01,2024-07-01,48.53666666666667,20.78,151.61292977982706,16.96,27.12,1003.32,15.22,0,1.1581844666749495,0,0.5123428571428571,0.519,0.6476000000000001,0.14076136897784022,2.738095238095238,1.44,2.93,0.003906987766714359,0.0012277076381170453,8.178,0.10151613730045181,48.53666666666667,1.1581844666749495,10.250513347022586,0.1649394844195995,16.49394844195995,1,32.46526399364827,0.5990566037735849,0.24778420038535653,1.0347222222222223,988.1,3.123678245583965,0.27474057072409147,0.04685892217459675,Very Low
EFX,Equifax,Industrials,65.35,293.41,0.160231263108333,2014-04-01,2024-07-01,33.65904761904762,30.189999999999998,16.988409795019983,23.76,65.2,80.75,0.0,4,1.6023856525612983,4,0.13823095238095234,0.1442999999999999,0.1198,0.09477467112512565,1.5878571428571429,0.95,1.51,0.0027832175035948253,0.0008319394897102096,15.32,0.04591817192960276,37.20210526315789,1.7710578265151191,10.250513347022586,0.16355070643539293,16.355070643539293,1,23.44299923488906,1.744107744107744,-0.1697851697851692,0.5894736842105264,80.75,0.5047204539859369,0.6856255382219678,0.10349076475868668,High
EW,Edwards Lifesciences,Health Care,14.31,65.99,0.15294499550721627,2014-04-01,2024-07-01,40.18238095238095,40.15,13.914196436930231,11.81,9.52,70.18,9.52,0,1.2882985363722266,0,0.2599642857142857,0.4868,0.5363,0.08377078139381901,0.5783333333333334,0.74,0.35,0.0,0.0,0.0,0.0,40.18238095238095,1.2882985363722266,10.250513347022586,0.16081092749319015,16.081092749319016,0,0.0,-0.19390347163420837,0.1016844700082169,-0.5270270270270271,60.66000000000001,0.34627605699671127,0.32223957673127246,-0.020808834015800803,Medium
GRMN,Garmin,Consumer Discretionary,43.88,175.42,0.13316017886691237,2014-04-01,2024-07-01,17.607857142857142,17.91,3.9275062128868496,13.18,22.26,24.55,9.77,0,0.6299602901499801,0,0.17215238095238095,0.1807,0.2110999999999999,0.033762154003755256,0.2973809523809524,0.36,0.25,0.00968166277995476,0.0037426349924129577,24.9,0.09577121402352619,17.607857142857142,0.6299602901499801,10.250513347022586,0.1596691761957909,15.96691761957909,1,56.74567000911577,0.6889226100151746,0.1682346430547864,-0.3055555555555555,14.780000000000001,0.22305418433497992,0.19611784523093062,0.052457863143476,Medium
MCD,McDonald's,Consumer Discretionary,77.26,302.68,0.08829194004043402,2014-04-01,2024-07-01,22.56714285714286,22.189999999999998,4.585386270248861,13.97,26.57,31.24,13.97,0,0.7934915865796538,0,-0.15574523809523813,0.3472999999999999,-1.6879,4.531534072727894,-6.181190476190476,1.34,-11.85,0.007740665105623972,0.0019112184123062734,49.46,0.2724756379694812,22.56714285714286,0.7934915865796538,10.250513347022586,0.15948761387214772,15.948761387214772,1,64.01760289930107,0.9019327129563349,-5.86006334581054,-9.843283582089551,17.269999999999996,0.20318860474610387,-29.09581139140102,0.06472435134302534,Very Low
CINF,Cincinnati Financial,Financials,35.69,136.12,0.11973038158058054,2014-04-01,2024-07-01,38.09261904761905,12.0,139.3719950009121,13.73,9.69,895.94,0.0,2,1.341736281345774,2,0.11777380952380952,0.0702,0.2392,0.07402485100033211,1.7616666666666665,1.89,1.68,0.008835025936996322,0.0030514845455094012,25.51,0.13682924241388847,39.99725,1.408823095413063,10.250513347022586,0.15876240756297122,15.876240756297122,1,71.47660409078173,-0.29424617625637295,2.4074074074074074,-0.1111111111111111,895.94,3.6587664089645586,0.6285340628755582,-0.033425792873232885,Low
HIG,Hartford (The),Financials,28.71,117.11,0.13198340819255677,2014-04-01,2024-07-01,11.091904761904763,10.379999999999999,6.278205521968386,22.6,11.73,36.02,0.0,4,0.6385433096730042,4,0.08014285714285714,0.033,0.1895,0.09479007394483295,7.001666666666667,12.11,3.78,0.0062317136357312964,0.0011971405749295917,12.86,0.09410560702178399,12.259473684210528,0.7057583949017416,10.250513347022586,0.15871933005701155,15.871933005701155,1,44.792755137582716,-0.48097345132743363,4.742424242424242,-0.6878612716763006,36.02,0.5660168976144596,1.1827638460139585,-0.06197371447404054,Medium
MCHP,Microchip Technology,Information Technology,19.81,79.75,0.15014993515528,2014-04-01,2024-07-01,111.11785714285713,37.24,360.51942171245304,21.53,55.77,2368.29,16.68,0,2.171534625172205,0,0.15530238095238094,0.1934,0.1182,0.10326746822786352,1.7402380952380954,1.08,1.49,0.005735953386048725,0.0020935103825067583,9.8465,0.09195659118944302,111.11785714285713,2.171534625172205,10.250513347022586,0.1586143471614756,15.86143471614756,1,49.70469459868754,1.5903390617742685,-0.3888314374353671,0.37962962962962954,2351.61,3.2444778092593727,0.6649445268938121,0.09730019151058622,Medium
MAR,Marriott International,Consumer Discretionary,57.78,248.05,0.14464454909297156,2014-04-01,2024-07-01,39.02880952380953,26.075000000000003,56.83048285449482,26.03,25.95,359.37,0.0,2,1.3116302454448532,2,-1.4050119047619047,-0.4377,-1.6258,10.384812009224241,-26.359761904761903,-4.97,-11.83,0.002720101696574831,0.0014853938801758,12.62,0.18366130520345325,40.98025,1.3772117577170957,10.250513347022586,0.15832990264417024,15.832990264417024,1,21.841467635860155,-0.0030733768728391027,2.7144162668494403,1.3802816901408452,359.37,1.4561162266511198,-7.391262646264955,-0.0003002432343141015,Medium
ALL,Allstate,Financials,47.29,188.81,0.10681810914919515,2014-04-01,2024-07-01,10.415000000000001,9.305,8.153067431132,9.26,12.23,41.66,0.0,6,0.6068662968673726,6,0.09450238095238095,0.1064,0.2177,0.08753474707458925,4.094285714285714,3.82,4.46,0.00625253359148729,0.000975222707088881,23.8,0.2382114931046663,12.150833333333333,0.7080106796786013,10.250513347022586,0.15793989628282,15.793989628282002,1,50.327764855149084,0.32073434125269984,1.0460526315789476,0.16753926701570684,41.66,0.782819724544599,0.9262702822132848,0.027510538557737663,Low
VMC,Vulcan Materials Company,Materials,58.57,250.0,0.12806724540054948,2014-04-01,2024-07-01,38.423809523809524,36.155,15.154561408204094,51.38,39.43,93.61,19.65,0,1.7912025832329816,0,0.09434761904761901,0.0377,0.1104,0.02922201173435114,0.9473809523809523,0.94,0.82,0.002156838441093055,0.0005686322849619939,12.27,0.12072010995577825,38.423809523809524,1.7912025832329816,10.250513347022586,0.15748713918818247,15.748713918818247,1,20.949291446132833,-0.23258077072790972,1.9283819628647216,-0.1276595744680851,73.96000000000001,0.39440548961740735,0.30972707132760013,-0.025494627982587392,Low
MNST,Monster Beverage,Consumer Staples,11.84,52.17,0.11978648817158648,2014-04-01,2024-07-01,37.80214285714286,37.16,7.323824316109748,30.49,33.44,61.23,26.41,0,1.627279135293154,0,0.23730476190476188,0.3749,0.2256,0.05830147867589284,0.2388095238095238,0.41,0.39,0.0,0.0,0.0,0.0,37.80214285714286,1.627279135293154,10.250513347022586,0.15566740997936557,15.566740997936556,0,0.0,0.09675303378156772,-0.39823953054147776,-0.04878048780487796,34.81999999999999,0.1937409829857273,0.24568187426129745,0.009050407262461535,Low
